AttemptedThrowTD,BodyKicksAbsorbed,BodyLockDefends,BodyLockTakedownAttempts,BodyLockTakedownFail,BodyLockTakedownSuccess,BulldogAttempt,BulldogLoss,BulldogWin,CalfSlicerAttempts,CalfSlicerLosses,CalfSlicerWins,ClinchStrikeHiMake,ClinchStrikeHiMiss,ClinchStrikeLoMake,ClinchStrikeLoMiss,CrossesAbsorbed,DoubleLegDefends,DoubleLegTakedownAttempts,DoubleLegTakedownFail,DoubleLegTakedownSuccess,EzekielAttempt,EzekielLoss,EzekielWin,FailedThrowTD,FighterGrade,FighterMomentum,FightsTracked,GogoplataAttempts,GogoplataLosses,GogoplataWins,GroundStrikeHiMake,GroundStrikeHiMiss,GroundStrikeLoMake,GroundStrikeLoMiss,HeadKicksAbsorbed,HooksAbsorbed,JabsAbsorbed,KneebarAttempt,KneebarLoss,KneebarWin,LeftBodyKickMake,LeftBodyKickMiss,LeftElbowMake,LeftElbowMiss,LeftHighKickMake,LeftHighKickMiss,LeftHookHiMake,LeftHookHiMiss,LeftHookLoMake,LeftHookLoMiss,LeftJabHiMake,LeftJabHiMiss,LeftJabLoMake,LeftJabLoMiss,LeftLegKickMake,LeftLegKickMiss,LeftOverhandMake,LeftOverhandMiss,LeftSpinBackFistMake,LeftSpinBackFistMiss,LeftStraightHiMake,LeftStraightHiMiss,LeftStraightLoMake,LeftStraightLoMiss,LeftUppercutHiMake,LeftUppercutHiMiss,LeftUppercutLoMake,LeftUppercutLoMiss,LegKicksAbsorbed,LeglockAttempt,LeglockLoss,LeglockWin,LossesInThe4thRd,LossesInThe5thRd,LossesInTitleFights,MinutesTracked,NeckCrankAttempt,NumberOfKnockDowns,NumberOfStuns,OmoplataAttempt,OmoplataAttempts,OmoplataLoss,OmoplataLosses,OmoplataWin,OmoplataWins,OtherSubAttempt,OtherSubLoss,OtherSubWin,OverhandsAbsorbed,RightBodyKickMake,RightBodyKickMiss,RightElbowMake,RightElbowMiss,RightHighKickMake,RightHighKickMiss,RightHookHiMake,RightHookHiMiss,RightHookLoMake,RightHookLoMiss,RightJabHiMake,RightJabHiMiss,RightJabLoMake,RightJabLoMiss,RightLegKickMake,RightLegKickMiss,RightOverhandMake,RightOverhandMiss,RightSpinBackFistMake,RightSpinBackFistMiss,RightStraightHiMake,RightStraightHiMiss,RightStraightLoMake,RightStraightLoMiss,RightUppercutHiMake,RightUppercutHiMiss,RightUppercutLoMake,RightUppercutLoMiss,RoundsTracked,SUBRNCAttempt,SUBRNCLoss,SUBRNCWin,SingleLegDefends,SingleLegTakedownAttempts,SingleLegTakedownFail,SingleLegTakedownSuccess,StraightsAbsorbed,SubArmTriangleAttempt,SubArmTriangleLoss,SubArmTriangleWin,SubAttempts,SubDarceAttempt,SubDarceLoss,SubDarceWin,SubGuillotineAttempt,SubGuillotineLoss,SubGuillotineWin,SubHeelHookAttempt,SubHeelHookLoss,SubHeelHookWin,SubKimuraAttempt,SubKimuraLoss,SubKimuraWin,SubNeckCrankAttempt,SubNeckCrankWin,SubStraightArmLockAttempt,SubStraightArmLockLoss,SubStraightArmLockWin,SubSulovStretchAttempt,SubSulovStretchLoss,SubSulovStretchWin,SubTriangleArmbarAttempt,SubTriangleArmbarLoss,SubTriangleArmbarWin,SubTriangleAttempt,SubTriangleLoss,SubTriangleWin,SubmissionDefenseGrade,SubmissionGrade,SuccessfulThrowTD,ThrowDefends,TimesBodyLocked,TimesDoubleLegged,TimesKnockedDown,TimesSingleLegged,TimesStunned,TimesThrown,TimesTripped,TotalBodyKicksMade,TotalBodyKicksMissed,TotalBodyKicksThrown,TotalClinchStrikesMade,TotalClinchStrikesMissed,TotalClinchStrikesThrown,TotalElbowsMade,TotalElbowsMissed,TotalElbowsThrown,TotalGroundStrikesMade,TotalGroundStrikesMissed,TotalGroundStrikesThrown,TotalHighKicksMade,TotalHighKicksMissed,TotalHighKicksThrown,TotalHooksMade,TotalHooksMissed,TotalHooksThrown,TotalJabsMade,TotalJabsMissed,TotalJabsThrown,TotalKicksLanded,TotalKicksThrown,TotalLegKicksMade,TotalLegKicksMissed,TotalLegKicksThrown,TotalOverhandsMade,TotalOverhandsMissed,TotalOverhandsThrown,TotalPunchesLanded,TotalPunchesThrown,TotalSpinBackFistsMade,TotalSpinBackFistsMissed,TotalSpinBackFistsThrown,TotalStraightsMade,TotalStraightsMissed,TotalStraightsThrown,TotalStrikesLanded,TotalUppercutsMade,TotalUppercutsMissed,TotalUppercutsThrown,TripDefends,TripTakedownAttempts,TripTakedownFail,TripTakedownSuccess,TwisterAttempts,TwisterLosses,TwisterWins,UppercutsAbsorbed,VonFlueAttempt,VonFlueLoss,VonFlueWin,WinsInThe4thRd,WinsInThe5thRd,WinsInTitleFights,_id
0,43,0,1,0,1,0,0,0,0,0,0,18,7,4,3,0,2,2,0,2,0,0,0,0,76,5,6,0,0,0,35,22,2,0,5,34,31,0,0,0,33,11,0,0,2,15,17,51,3,5,10,46,2,4,68,27,7,14,0,0,5,4,3,0,1,3,0,0,79,0,0,0,2,0,0,108,0,3,2,0,0,0,0,0,0,0,0,0,3,14,4,0,1,0,11,13,19,1,1,3,36,4,3,37,19,2,4,0,2,5,16,1,4,0,0,0,0,23,0,1,0,3,11,9,2,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,47,15,62,22,10,32,0,1,1,37,22,59,2,26,28,34,76,110,19,89,108,154,241,105,46,151,9,18,27,99,322,0,2,2,14,24,38,313,1,3,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,639907e3bd63629c29b0c938
0,3,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,2,2,0,0,0,0,0,70,0,2,0,0,0,0,3,0,0,0,8,9,0,0,0,0,2,0,0,1,0,0,6,1,0,0,0,0,0,5,2,0,0,0,0,1,4,1,1,0,0,0,0,2,0,0,0,0,0,0,16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,16,0,0,0,5,0,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,4,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,3,1,4,0,0,0,0,3,3,1,1,2,4,22,26,0,5,5,8,14,7,2,9,0,1,1,9,48,0,0,0,2,5,7,24,0,2,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,639906f65a0b1e93b0e7606b
0,3,0,1,0,1,0,0,0,0,0,0,2,0,1,0,0,0,2,2,0,0,0,0,0,89,5,1,0,0,0,9,2,23,0,3,10,21,0,0,0,1,0,2,1,0,0,14,17,1,0,11,37,4,1,21,6,5,8,1,2,0,0,0,0,0,2,0,0,5,0,0,0,0,0,0,25,0,1,2,0,0,0,0,0,0,0,0,0,1,3,1,8,0,0,6,4,5,0,0,0,3,0,0,2,0,8,6,0,0,13,11,4,0,2,3,2,0,5,0,0,0,0,8,7,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,1,5,3,0,3,10,1,11,32,2,34,0,6,6,19,22,41,15,41,56,27,40,23,6,29,13,14,27,103,198,1,2,3,17,11,28,147,4,5,9,0,0,0,0,0,0,0,13,0,0,0,0,0,0,639907bcf359397910dafe8d
1,6,2,7,1,6,0,0,0,0,0,0,5,3,14,3,0,2,3,1,2,0,0,0,1,84.5,20,5,0,0,0,36,13,1,0,0,36,37,0,0,0,8,7,18,11,3,7,26,29,0,0,4,11,0,0,27,1,1,1,0,0,13,14,0,0,3,2,0,0,24,0,0,0,0,0,0,94,0,1,1,0,0,0,0,0,0,0,0,0,5,3,0,2,2,0,0,14,55,0,0,33,92,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,20,0,0,0,4,2,2,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,2,11,7,18,19,6,25,20,13,33,37,13,50,3,7,10,40,84,124,40,103,143,41,56,27,1,28,1,1,2,116,328,0,0,0,13,16,29,234,3,2,5,0,4,1,3,0,0,0,3,0,0,0,0,1,1,63a531bd96548d41188501f3
1,17,0,7,5,2,0,0,0,0,0,0,44,49,7,5,0,1,20,12,8,0,0,0,1,83.5,20,10,0,0,0,203,141,19,12,6,79,114,0,0,0,21,10,0,0,2,30,41,146,2,5,135,529,1,4,10,3,1,8,0,4,15,13,1,1,2,11,4,1,73,0,0,0,0,0,0,140,1,0,6,0,0,0,0,0,0,0,0,0,3,7,5,7,4,2,14,45,128,22,5,3,28,0,0,14,6,9,35,0,0,41,94,1,5,12,18,2,2,30,2,0,1,28,25,16,9,72,1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,5,0,1,28,15,43,51,54,105,7,4,11,222,153,375,4,44,48,110,284,394,139,561,700,56,124,24,9,33,10,43,53,388,1453,0,4,4,58,113,171,724,20,32,52,1,1,0,1,0,0,0,7,0,0,0,0,0,0,63a5320e2e718a4824c1a271
0,7,0,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,20,4,0,0,0,70,3,4,0,1,34,63,0,0,0,11,2,21,8,0,6,9,36,0,2,13,21,2,0,7,3,0,0,0,0,14,3,0,1,14,6,2,2,13,0,0,0,0,0,0,26,0,1,2,0,0,0,0,0,0,1,0,1,14,35,17,4,0,10,2,4,8,0,0,6,16,2,0,33,11,3,2,0,0,5,8,2,0,0,0,4,0,7,0,0,0,0,1,0,1,31,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,46,19,65,0,0,0,25,8,33,74,3,77,10,8,18,13,46,59,23,37,60,96,137,40,14,54,4,2,6,106,206,0,0,0,21,12,33,205,20,8,28,0,2,0,2,1,0,0,9,0,0,0,1,0,0,63a616471622a0508312dba0
0,1,0,1,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,91,20,5,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,0,1,1,9,5,1,0,7,16,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,31,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,2,3,0,0,1,0,0,0,7,1,4,5,0,0,1,3,2,0,4,0,0,0,10,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,9,0,9,0,0,0,18,0,18,1,1,2,12,8,20,11,16,27,9,11,7,1,8,4,6,10,43,77,0,1,1,3,3,6,70,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,63a6725f153b37234cf1d0b0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63a6c638514a02ff0488330f
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,73,0,1,0,0,0,0,0,0,0,0,9,9,0,0,0,0,1,0,0,0,0,4,9,1,0,9,20,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,1,5,0,0,0,0,0,0,16,4,0,0,0,0,7,13,0,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,2,0,0,0,0,0,0,0,0,0,0,2,2,6,14,20,9,22,31,17,24,16,4,20,0,0,0,22,71,0,0,0,7,13,20,47,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63ab8c6d163f8bfb27490425
0,4,0,0,0,0,0,0,0,0,0,0,2,1,5,0,0,2,0,0,0,0,0,0,0,71,0,1,0,0,0,0,0,0,0,2,14,21,0,0,0,0,2,0,0,0,3,5,23,0,0,26,55,1,2,1,1,0,0,0,1,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,15,0,1,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,7,13,1,1,0,0,0,0,3,0,1,5,0,0,7,17,1,0,1,1,0,0,3,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,3,4,7,1,8,0,0,0,0,0,0,0,5,5,13,37,50,27,57,84,5,14,4,1,5,1,5,6,57,169,0,1,1,8,17,25,69,1,1,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,63abb305dd584399334fdbbc
0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,71,0,1,0,0,0,0,0,0,0,0,18,38,0,0,0,3,1,0,0,0,0,2,28,2,2,16,61,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,1,2,27,0,3,0,1,0,0,19,9,0,2,0,0,3,8,0,0,0,7,1,1,3,0,0,0,4,1,1,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,1,4,1,0,1,0,0,0,0,0,0,1,1,2,6,60,66,17,63,80,23,34,19,9,28,0,2,2,30,163,0,0,0,3,8,11,53,3,8,11,0,0,0,0,0,0,0,2,0,0,0,0,0,0,63acb75e91107efc5773f245
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,67,0,2,0,0,0,0,0,0,0,1,11,13,0,0,0,0,0,0,0,0,0,2,4,0,0,0,1,0,0,0,0,1,4,0,0,10,14,0,0,0,0,0,0,5,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,66,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,1,0,0,0,24,23,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,9,3,67,70,0,0,0,0,0,1,4,5,18,108,0,0,0,10,15,25,18,0,0,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,63ace523f825c30ed084da47
0,1,1,0,0,0,0,0,0,0,0,0,7,5,1,2,0,0,0,0,0,0,0,0,0,82,0,1,0,0,0,9,4,4,3,0,1,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,2,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,3,0,0,0,1,1,2,8,7,15,0,0,0,13,7,20,1,4,5,4,6,10,0,3,3,2,7,0,0,0,0,0,0,16,36,0,0,0,4,6,10,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63aceca8657362aa0d3a6ccc
0,9,1,0,0,0,0,0,0,0,0,0,0,2,2,1,0,2,0,0,0,0,0,0,0,81,0,1,0,0,0,10,7,0,1,0,4,21,0,0,0,3,3,1,0,0,3,10,21,1,0,15,44,0,0,4,3,0,0,0,0,5,11,0,0,0,0,0,1,1,0,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,15,2,0,4,30,0,0,13,4,0,0,0,0,2,12,0,0,0,1,1,0,5,0,0,0,1,0,0,0,14,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0,3,3,6,2,3,5,1,0,1,10,8,18,0,3,3,14,36,50,19,74,93,20,33,17,7,24,0,0,0,43,176,0,0,0,7,23,30,80,1,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63adc2daac16e0163f1c7eb8
0,2,0,4,0,4,0,0,0,0,0,0,7,0,1,0,0,0,4,1,3,0,0,0,0,93,20,6,0,0,0,265,53,5,1,0,21,15,0,0,0,0,1,0,0,0,0,3,11,0,0,12,33,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,5,0,0,0,0,0,0,29,2,2,0,0,0,0,0,0,0,0,0,1,1,6,6,0,0,0,0,8,21,3,0,9,17,0,0,9,0,3,9,0,0,9,19,0,0,5,7,1,3,9,2,0,2,5,3,2,1,7,0,0,0,7,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,6,7,13,8,0,8,0,0,0,270,54,324,0,0,0,14,32,46,21,50,71,15,22,9,0,9,3,9,12,63,184,0,0,0,11,20,31,354,6,10,16,0,3,2,1,0,0,0,4,0,0,0,0,0,0,63ae1df72b75ad669cc9d222
1,13,0,4,0,4,0,0,0,0,0,0,34,6,20,3,0,0,7,5,2,0,0,0,0,87,20,7,0,0,0,104,26,13,1,0,30,75,0,0,0,13,3,0,0,0,5,26,65,1,2,40,109,5,9,11,3,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0,1,91,0,4,2,0,0,0,0,0,0,0,0,0,6,14,3,2,2,1,12,27,48,1,3,0,1,0,0,52,23,1,14,0,0,21,38,1,2,7,8,0,0,20,3,0,1,5,12,11,1,32,0,0,0,5,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,3,1,1,0,0,27,6,33,54,9,63,2,2,4,117,27,144,1,17,18,55,118,173,45,119,164,91,140,63,26,89,1,14,15,184,492,0,0,0,22,40,62,438,7,8,15,1,4,1,3,0,0,0,7,0,0,0,0,0,0,63ae5491ae69ddd375022e17
3,42,0,1,0,1,0,0,0,0,0,0,33,19,133,13,0,3,5,1,4,0,0,0,1,95,12,7,0,0,0,91,35,88,9,2,84,76,0,0,0,5,0,5,1,0,3,34,69,4,0,107,264,9,6,5,3,1,2,0,0,3,5,1,1,1,3,1,0,54,0,0,0,0,1,1,139,0,7,6,0,0,0,0,0,0,0,0,0,8,28,25,2,1,2,8,33,55,23,4,26,37,1,0,23,10,1,12,0,0,43,77,4,5,10,8,9,4,30,0,0,0,10,16,13,3,65,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,4,0,1,33,25,58,166,32,198,7,2,9,179,44,223,2,11,13,94,128,222,143,307,450,63,112,28,13,41,2,14,16,477,1061,0,0,0,51,88,139,802,21,15,36,0,0,0,0,0,0,0,14,0,0,0,0,2,6,63af283227674ac485f793c7
0,24,0,0,0,0,0,0,0,0,0,0,3,2,36,15,0,2,1,1,0,0,0,0,0,63,0,3,0,0,0,10,7,4,1,1,30,24,0,0,0,0,0,0,0,0,1,0,15,0,0,4,100,1,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,23,0,0,0,0,2,1,71,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,1,7,19,0,3,0,0,0,0,10,0,0,7,0,0,9,11,1,1,6,5,0,1,15,0,0,0,9,3,2,1,5,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,4,1,1,1,2,1,3,39,17,56,0,0,0,14,8,22,0,2,2,7,37,44,5,105,110,12,16,10,1,11,0,7,7,67,252,0,0,0,10,12,22,139,6,7,13,1,0,0,0,0,0,0,5,0,0,0,0,0,0,63af5f8ffa44e309698cd713
0,8,0,0,0,0,0,0,0,0,0,0,3,1,8,0,0,0,0,0,0,0,0,0,0,85,0,4,0,0,0,3,0,0,0,1,4,25,0,0,0,0,0,0,0,0,0,12,11,1,0,6,6,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,2,15,0,3,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13,6,2,0,2,1,0,0,21,6,6,6,0,0,8,2,0,0,8,2,2,0,5,0,1,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,11,1,12,0,0,0,3,0,3,0,0,0,28,17,45,10,8,18,22,28,22,6,28,6,7,13,74,111,0,0,0,9,2,11,100,10,2,12,0,0,0,0,0,0,0,8,0,0,0,0,0,0,63b0e98f2654cfc693fc7105
0,4,0,3,2,1,0,0,0,0,0,0,4,2,6,1,0,0,0,0,0,0,0,0,0,75,0,2,0,0,0,14,2,3,0,0,4,2,0,0,0,0,1,0,0,0,0,3,3,1,0,5,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,4,0,0,0,0,0,0,6,0,0,1,0,0,4,1,0,0,1,0,0,0,6,0,0,0,0,4,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,0,0,1,1,2,3,5,10,3,13,0,0,0,17,2,19,0,1,1,4,7,11,5,6,11,8,12,6,0,6,0,1,1,26,44,0,0,0,6,1,7,60,1,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,63b1e508e67f447e0a0379f1
0,4,0,0,0,0,0,0,0,0,0,0,10,4,1,1,0,1,2,2,0,0,0,0,0,81,0,1,0,0,0,11,4,3,0,2,13,33,0,0,0,1,2,0,0,0,0,6,15,1,0,0,0,0,0,16,9,1,4,0,0,3,6,0,0,1,4,0,0,6,0,0,0,0,0,0,25,0,1,0,0,0,0,0,0,0,0,0,0,0,1,4,2,0,0,1,7,10,3,1,16,44,0,1,2,2,0,0,0,0,1,0,0,0,0,3,2,0,5,0,0,0,2,2,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2,6,8,11,5,16,2,0,2,14,4,18,0,1,1,17,26,43,16,45,61,20,38,18,11,29,1,4,5,52,145,0,0,0,4,6,10,100,3,7,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,63b20648f82e735b54aff989
0,4,1,0,0,0,0,0,0,0,0,0,17,6,3,0,0,0,0,0,0,0,0,0,0,72,0,1,0,0,0,12,4,0,0,0,21,5,0,0,0,0,0,0,0,0,0,4,5,0,0,0,4,0,1,2,0,3,2,0,0,10,8,0,0,0,0,0,0,19,1,0,0,0,0,0,25,0,0,1,0,0,0,0,0,0,0,0,0,1,2,5,2,0,0,0,14,31,0,1,14,35,3,5,4,5,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,2,5,7,20,6,26,2,0,2,12,4,16,0,0,0,18,37,55,17,45,62,8,18,6,5,11,3,3,6,69,168,0,0,0,11,8,19,112,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,63b25dbfb5274d4ea9080c72
1,7,0,3,2,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,81,0,3,0,0,0,5,3,0,0,1,23,15,0,0,0,11,0,0,0,1,1,4,12,0,1,2,11,1,0,4,0,1,0,0,0,8,6,5,0,0,0,0,0,17,0,0,0,0,0,1,54,0,1,1,0,0,0,0,0,0,0,0,0,0,7,1,4,4,1,3,16,10,0,1,23,72,1,1,28,7,0,1,0,0,1,3,0,0,2,0,0,0,11,0,0,0,0,10,10,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,18,1,19,2,0,2,4,4,8,5,3,8,2,4,6,20,24,44,27,84,111,52,64,32,7,39,1,1,2,66,184,0,0,0,14,9,23,142,2,0,2,0,1,0,1,0,0,0,3,0,0,0,0,0,0,63b3153f260c74c15a5b2405
1,3,2,2,2,0,0,0,0,0,0,0,17,7,4,0,0,0,0,0,0,0,0,0,1,87,10,4,0,0,0,46,30,0,0,1,39,41,0,0,0,15,2,0,1,3,7,17,53,1,0,23,37,0,0,17,3,0,2,0,2,2,6,0,0,0,2,0,0,29,0,0,0,0,0,0,44,0,0,1,0,0,0,0,0,0,0,0,0,0,10,7,6,3,6,20,21,33,0,1,13,28,0,0,50,15,2,2,0,4,11,28,0,0,1,2,0,0,10,0,0,0,4,2,1,1,21,0,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,25,9,34,21,7,28,6,4,10,46,30,76,9,27,36,39,87,126,36,65,101,101,155,67,18,85,2,4,6,112,319,0,6,6,13,34,47,277,1,4,5,1,2,2,0,0,0,0,1,0,0,0,0,0,0,63b31599e13e220536b7615f
0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,0,1,0,0,0,3,1,0,0,2,19,25,0,0,0,1,0,0,0,0,0,11,35,1,0,10,36,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0,0,32,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,1,0,2,8,12,1,0,0,1,0,0,13,2,0,0,0,0,7,14,1,0,2,2,1,0,5,0,0,0,8,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,1,7,2,9,0,0,0,0,1,1,3,1,4,0,2,2,21,47,68,11,39,50,20,26,13,2,15,0,0,0,45,148,0,0,0,10,14,24,68,3,3,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,63b321355b641d743276287c
