FighterGrade,BodyKicksAbsorbed,ClinchStrikeHiMake,ClinchStrikeHiMiss,ClinchStrikeLoMake,ClinchStrikeLoMiss,DoubleLegDefends,DoubleLegTakedownAttempts,DoubleLegTakedownFail,DoubleLegTakedownSuccess,GroundStrikeHiMake,GroundStrikeHiMiss,GroundStrikeLoMake,GroundStrikeLoMiss,HeadKicksAbsorbed,HooksAbsorbed,JabsAbsorbed,LeftBodyKickMake,LeftBodyKickMiss,LeftHighKickMake,LeftHighKickMiss,LeftHookHiMake,LeftHookHiMiss,LeftHookLoMake,LeftHookLoMiss,LeftJabHiMake,LeftJabHiMiss,LeftJabLoMake,LeftJabLoMiss,LeftLegKickMake,LeftLegKickMiss,LeftOverhandMake,LeftOverhandMiss,LeftStraightHiMake,LeftStraightHiMiss,LeftStraightLoMake,LeftStraightLoMiss,LeftUppercutHiMake,LeftUppercutHiMiss,LeftUppercutLoMake,LeftUppercutLoMiss,LegKicksAbsorbed,NumberOfKnockDowns,NumberOfStuns,OverhandsAbsorbed,RightBodyKickMake,RightBodyKickMiss,RightHighKickMake,RightHighKickMiss,RightHookHiMake,RightHookHiMiss,RightHookLoMake,RightHookLoMiss,RightJabHiMake,RightJabHiMiss,RightJabLoMake,RightJabLoMiss,RightLegKickMake,RightLegKickMiss,RightOverhandMake,RightOverhandMiss,RightStraightHiMake,RightStraightHiMiss,RightStraightLoMake,RightStraightLoMiss,RightUppercutHiMake,RightUppercutHiMiss,RightUppercutLoMake,RightUppercutLoMiss,SingleLegDefends,SingleLegTakedownAttempts,SingleLegTakedownFail,SingleLegTakedownSuccess,StraightsAbsorbed,SubAttempts,TimesDoubleLegged,TimesKnockedDown,TimesSingleLegged,TimesStunned,TotalBodyKicksMade,TotalBodyKicksMissed,TotalBodyKicksThrown,TotalClinchStrikesMade,TotalClinchStrikesMissed,TotalClinchStrikesThrown,TotalElbowsMade,TotalElbowsMissed,TotalElbowsThrown,TotalGroundStrikesMade,TotalGroundStrikesMissed,TotalGroundStrikesThrown,TotalHighKicksMade,TotalHighKicksMissed,TotalHighKicksThrown,TotalHooksMade,TotalHooksMissed,TotalHooksThrown,TotalJabsMade,TotalJabsMissed,TotalJabsThrown,TotalKicksLanded,TotalKicksThrown,TotalLegKicksMade,TotalLegKicksMissed,TotalLegKicksThrown,TotalOverhandsMade,TotalOverhandsMissed,TotalOverhandsThrown,TotalPunchesLanded,TotalPunchesThrown,TotalSpinBackFistsMade,TotalStraightsMade,TotalStraightsMissed,TotalStraightsThrown,TotalStrikesLanded,TotalUppercutsMade,TotalUppercutsMissed,TotalUppercutsThrown,UppercutsAbsorbed
73,0.173913043,0.02173913,0.02173913,0,0,0,0,0,0,0.282608696,0.47826087,0.130434783,0.02173913,0.086956522,0.456521739,0.282608696,0.043478261,0.065217391,0.02173913,0,0.217391304,0.52173913,0,0,0.52173913,2.326086957,0,0,0.086956522,0,0.02173913,0,0.02173913,0,0,0,0,0,0,0,0.717391304,0,0,0.043478261,0.304347826,0.260869565,0,0.065217391,0.282608696,0.413043478,0.02173913,0,0,0,0,0,0.217391304,0.086956522,0.043478261,0.065217391,0.391304348,0.434782609,0.02173913,0,0.02173913,0.065217391,0.02173913,0,0.043478261,0.043478261,0.043478261,0,0.260869565,0.02173913,0.02173913,0.065217391,0,0.108695652,0.347826087,0.326086957,0.673913043,0.02173913,0.02173913,0.043478261,0.065217391,0.065217391,0.130434783,0.413043478,0.5,0.913043478,0.02173913,0.065217391,0.086956522,0.52173913,0.934782609,1.456521739,0.52173913,2.326086957,2.847826087,0.673913043,1.152173913,0.304347826,0.086956522,0.391304348,0.065217391,0.065217391,0.130434783,1.608695652,5.369565217,0,0.434782609,0.434782609,0.869565217,2.869565217,0.043478261,0.065217391,0.108695652,0.260869565
78,0.283333333,0.066666667,0.083333333,0.05,0.05,0,0.05,0.05,0,1.166666667,0.65,0.466666667,0.083333333,0,0.316666667,0.366666667,0.133333333,0.166666667,0.066666667,0.05,0.166666667,0.333333333,0,0,0.416666667,2,0.066666667,0,0.25,0.2,0,0.016666667,0.016666667,0,0,0,0,0.05,0,0,0.816666667,0.033333333,0.016666667,0.016666667,0,0.166666667,0,0.033333333,0.183333333,0.383333333,0,0,0.016666667,0,0,0.016666667,0.433333333,0.166666667,0.016666667,0.05,0.1,0.65,0.016666667,0.016666667,0.066666667,0.083333333,0,0,0.033333333,0.1,0.05,0.05,0.15,0.016666667,0,0,0,0.016666667,0.133333333,0.333333333,0.466666667,0.116666667,0.133333333,0.25,0,0,0,1.633333333,0.733333333,2.366666667,0.066666667,0.083333333,0.15,0.35,0.716666667,1.066666667,0.5,2.016666667,2.516666667,0.883333333,1.666666667,0.683333333,0.366666667,1.05,0.016666667,0.066666667,0.083333333,1.866666667,5.633333333,0,0.133333333,0.666666667,0.8,4.166666667,0.066666667,0.133333333,0.2,0.1
69,0.4,0.266666667,0,0.066666667,0,0.066666667,0.2,0.066666667,0.133333333,1.4,0.266666667,0.533333333,0,0,0.4,0.6,0,0,0,0.066666667,0.066666667,0.466666667,0,0,0,0.866666667,0,0.066666667,0.066666667,0,0.066666667,0,0,0,0,0,0.066666667,0,0,0,0.133333333,0,0,0.266666667,0.066666667,0.066666667,0,0.066666667,0.133333333,0.533333333,0,0,0.133333333,0.2,0.066666667,0,0.066666667,0,0.2,0.333333333,0.666666667,0.6,0,0.066666667,0,0,0.133333333,0,0.133333333,0.266666667,0.066666667,0.2,0.333333333,0.066666667,0,0.066666667,0,0.066666667,0.066666667,0.066666667,0.133333333,0.333333333,0,0.333333333,0,0,0,1.933333333,0.266666667,2.2,0,0.133333333,0.133333333,0.2,1,1.2,0.2,1.133333333,1.333333333,0.2,0.4,0.133333333,0,0.133333333,0.266666667,0.333333333,0.6,3.8,7.2,0,0.666666667,0.666666667,1.333333333,4.533333333,0.2,0,0.2,0.133333333
64,0.066666667,0,0,0,0,0,0,0,0,0.133333333,0.2,0,0,0,0.466666667,0,0.2,0,0,0.066666667,0.066666667,0.333333333,0,0,0,0,0,0,0.2,0,0,0,0.133333333,0.6,0,0,0,0,0,0,0.066666667,0,0,0,0,0,0,0,0,0.466666667,0,0,0,0.666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0.066666667,0.2,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0.133333333,0.2,0.333333333,0,0.066666667,0.066666667,0.066666667,0.8,0.866666667,0,0.666666667,0.666666667,0.4,0.466666667,0.2,0,0.2,0,0,0,0.333333333,2.6,0,0.133333333,0.6,0.733333333,1.4,0,0,0,0
68,0,0.066666667,0,0,0,0.066666667,0,0,0,0.133333333,0.066666667,0,0,0,0.733333333,0.466666667,0,0,0,0.2,0.6,1.133333333,0,0,0.4,0.466666667,0,0,0.066666667,0.066666667,0,0,0,0,0,0,0,0,0,0,1.333333333,0,0,0,0,0,0,0.266666667,0,0.533333333,0,0,0,0,0,0,0.666666667,0.2,0.066666667,0.4,0.2,1,0.066666667,0.066666667,0,0.133333333,0,0,0.266666667,0.066666667,0,0.066666667,0.2,0,0.066666667,0,0.066666667,0,0,0,0,0.066666667,0,0.066666667,0,0,0,0.133333333,0.066666667,0.2,0,0.466666667,0.466666667,0.6,1.666666667,2.266666667,0.4,0.466666667,0.866666667,0.733333333,1.466666667,0.733333333,0.266666667,1,0.066666667,0.4,0.466666667,1.533333333,5.333333333,0,0.266666667,1.066666667,1.333333333,2.533333333,0,0.133333333,0.133333333,0
73,0.25974026,0.051948052,0,0.077922078,0,0.051948052,0,0,0,0.207792208,0.155844156,0.064935065,0.012987013,0,0.532467532,0.584415584,0.051948052,0.012987013,0.038961039,0.116883117,0.207792208,0.207792208,0,0,0.012987013,0.012987013,0,0,0.220779221,0.012987013,0.038961039,0.051948052,0.649350649,0.285714286,0.038961039,0.012987013,0.142857143,0.038961039,0.025974026,0,0.636363636,0.025974026,0.038961039,0.285714286,0.064935065,0.012987013,0,0.012987013,0.142857143,0.103896104,0,0,0.896103896,1.948051948,0.051948052,0,0.194805195,0.012987013,0,0,0.012987013,0,0,0,0.077922078,0.038961039,0,0,0.116883117,0.025974026,0,0.025974026,0.441558442,0.012987013,0.103896104,0.025974026,0.038961039,0.025974026,0.116883117,0.025974026,0.142857143,0.12987013,0,0.12987013,0.25974026,0.038961039,0.298701299,0.272727273,0.168831169,0.441558442,0.038961039,0.12987013,0.168831169,0.350649351,0.311688312,0.662337662,0.961038961,1.961038961,2.922077922,0.571428571,0.753246753,0.415584416,0.025974026,0.441558442,0.038961039,0.051948052,0.090909091,2.558441558,5.298701299,0,0.701298701,0.298701299,1,3.779220779,0.246753247,0.077922078,0.324675325,0.207792208
89,0.083333333,0.125,0,0,0,0.041666667,0,0,0,1.791666667,0.958333333,0.125,0.041666667,0,0.833333333,0.208333333,0.041666667,0,0,0,0.416666667,0.416666667,0.125,0,0.583333333,1.416666667,0,0.041666667,0,0,0,0,0.333333333,0.208333333,0.041666667,0,0,0,0,0,0.041666667,0.041666667,0.041666667,0.041666667,0.041666667,0,0,0.083333333,0.208333333,0.333333333,0.041666667,0,0.041666667,1.041666667,0,0,0.083333333,0,0,0,0.125,0.166666667,0,0,0.125,0.208333333,0,0,0.291666667,0,0,0,0.333333333,0.083333333,0.041666667,0.041666667,0.125,0.041666667,0.083333333,0,0.083333333,0.125,0,0.125,0.125,0.125,0.25,1.916666667,1,2.916666667,0,0.083333333,0.083333333,0.791666667,0.75,1.541666667,0.625,2.5,3.125,0.166666667,0.25,0.083333333,0,0.083333333,0,0,0,2.166666667,6.041666667,0,0.5,0.375,0.875,4.875,0.125,0.208333333,0.333333333,0
75,0.163636364,0.190909091,0.254545455,0.154545455,0.127272727,0.036363636,0.045454545,0.018181818,0.027272727,1.772727273,1.154545455,0.3,0.163636364,0.036363636,0.272727273,0.254545455,0.009090909,0.009090909,0,0.045454545,0.336363636,0.672727273,0.054545455,0.027272727,0.472727273,0.772727273,0,0.009090909,0.081818182,0,0,0.027272727,0.009090909,0,0,0,0,0,0,0,0.345454545,0,0.018181818,0.009090909,0.045454545,0.072727273,0.018181818,0.045454545,0.218181818,0.445454545,0.2,0.109090909,0,0,0,0.009090909,0.390909091,0.1,0,0.109090909,0.109090909,0.218181818,0.054545455,0.118181818,0.045454545,0.027272727,0,0.009090909,0.045454545,0.072727273,0.063636364,0.009090909,0.145454545,0.036363636,0.018181818,0.009090909,0.036363636,0,0.054545455,0.081818182,0.136363636,0.345454545,0.381818182,0.727272727,0,0,0,2.072727273,1.318181818,3.390909091,0.018181818,0.090909091,0.109090909,0.809090909,1.254545455,2.063636364,0.472727273,0.790909091,1.263636364,0.545454545,0.818181818,0.472727273,0.1,0.572727273,0,0.136363636,0.136363636,3.881818182,8.1,0,0.172727273,0.336363636,0.509090909,4.618181818,0.045454545,0.036363636,0.081818182,0.063636364
77,0,0.173913043,0.130434783,0.043478261,0,0.043478261,0,0,0,0,0,0,0,0,0.173913043,1.565217391,0,0,0,0.043478261,0.260869565,0.826086957,0,0.043478261,0.217391304,1.086956522,0.086956522,0.217391304,0.260869565,0.130434783,0,0.043478261,0,0,0,0,0,0,0,0,0.304347826,0.043478261,0.043478261,0,0.086956522,0.043478261,0,0,0,0.260869565,0,0,0,0,0,0,0.217391304,0.304347826,0.043478261,0.130434783,0.130434783,0.565217391,0,0,0,0.173913043,0,0,0.086956522,0.043478261,0.043478261,0,0.217391304,0,0,0,0,0.043478261,0.086956522,0.043478261,0.130434783,0.217391304,0.130434783,0.347826087,0,0,0,0,0,0,0,0.043478261,0.043478261,0.260869565,1.130434783,1.391304348,0.304347826,1.304347826,1.608695652,0.565217391,1.086956522,0.47826087,0.434782609,0.913043478,0.043478261,0.173913043,0.217391304,0.956521739,4.434782609,0,0.130434783,0.565217391,0.695652174,1.565217391,0,0.173913043,0.173913043,0.043478261
76,0.066666667,0.066666667,0,0.4,0,0,0.2,0.066666667,0.133333333,0,0,0,0,0,0.4,0.733333333,0.133333333,0.066666667,0,0,0.066666667,0.466666667,0,0.066666667,0,0.066666667,0,0,0.666666667,0.2,0.066666667,0.266666667,0.266666667,0.133333333,0.066666667,0,0.066666667,0.066666667,0.2,0.066666667,1.333333333,0,0,0.133333333,0,0,0,0,0.066666667,0.4,0.066666667,0,0.6,2.866666667,0,0.133333333,0.266666667,0,0.066666667,0.133333333,0,0,0,0,0.066666667,0,0.2,0,0,0,0,0,0.733333333,0,0,0,0.066666667,0,0.133333333,0.066666667,0.2,0.466666667,0,0.466666667,0.333333333,0,0.333333333,0,0,0,0,0,0,0.2,0.933333333,1.133333333,0.6,3.066666667,3.666666667,1.066666667,1.333333333,0.933333333,0.2,1.133333333,0.133333333,0.4,0.533333333,2.266666667,6.933333333,0,0.333333333,0.133333333,0.466666667,4.866666667,0.533333333,0.133333333,0.666666667,0
67,0.066666667,0,0,0,0,0,0.066666667,0.066666667,0,0,0,0,0,0,2.333333333,1.4,0.066666667,0.066666667,0,0.066666667,0,0.066666667,0,0,0.133333333,2.4,0,0,0.066666667,0,0,0,0,0,0,0,0,0,0,0,0.466666667,0,0,0,0.266666667,0.266666667,0,0.2,0,0.2,0,0,0,0,0,0,0.133333333,0.133333333,0,0.066666667,0.2,0.4,0,0,0,0,0,0,0,0.066666667,0,0.066666667,0.2,0,0,0,0,0,0.333333333,0.333333333,0.666666667,0,0,0,0.066666667,0.066666667,0.133333333,0,0,0,0,0.266666667,0.266666667,0,0.266666667,0.266666667,0.133333333,2.4,2.533333333,0.533333333,1.266666667,0.2,0.133333333,0.333333333,0,0.066666667,0.066666667,0.333333333,3.466666667,0.066666667,0.2,0.4,0.6,1.333333333,0,0,0,0.066666667
92,0.261146497,0.089171975,0.01910828,0.095541401,0.050955414,0.025477707,0.025477707,0.01910828,0.006369427,1.01910828,0.52866242,0.191082803,0.063694268,0.012738854,0.222929936,0.146496815,0.305732484,0.159235669,0.076433121,0.082802548,0.159235669,0.299363057,0.006369427,0.006369427,0.070063694,0.191082803,0.006369427,0.006369427,0.089171975,0.01910828,0.01910828,0.01910828,0.203821656,0.178343949,0.050955414,0.012738854,0,0.01910828,0,0,0.484076433,0.038216561,0.012738854,0.025477707,0.025477707,0.025477707,0.006369427,0.01910828,0.312101911,0.694267516,0.006369427,0.006369427,0.261146497,0.47133758,0.01910828,0.031847134,0.184713376,0.076433121,0,0.025477707,0.01910828,0.063694268,0,0,0.057324841,0.076433121,0.006369427,0,0.044585987,0.057324841,0.044585987,0.012738854,0.146496815,0,0.006369427,0.012738854,0.006369427,0.012738854,0.331210191,0.184713376,0.515923567,0.184713376,0.070063694,0.25477707,0.012738854,0,0.012738854,1.210191083,0.592356688,1.802547771,0.082802548,0.101910828,0.184713376,0.484076433,1.006369427,1.49044586,0.356687898,0.700636943,1.057324841,0.687898089,1.070063694,0.27388535,0.095541401,0.369426752,0.01910828,0.044585987,0.063694268,2.433121019,4.936305732,0,0.27388535,0.25477707,0.52866242,3.853503185,0.063694268,0.095541401,0.159235669,0.031847134
73,0.68,0.02,0.04,0,0,0,0.06,0.04,0.02,0,0,0,0,0.04,0.76,0.86,0.02,0,0,0.02,0.58,1.28,0.02,0.02,1.74,5.16,0.12,0.14,0.02,0,0.04,0.16,0,0.06,0,0,0.02,0,0,0,1.22,0,0,0.14,0.04,0,0.02,0.12,0.2,0.8,0,0.04,0,0.02,0,0,0.78,0.16,0.06,0.32,0.54,1.48,0.02,0.08,0,0,0,0,0,0.1,0.08,0.02,0.84,0,0,0.02,0,0.04,0.06,0,0.06,0.02,0.04,0.06,0,0,0,0,0,0,0.02,0.14,0.16,0.8,2.14,2.94,1.86,5.32,7.18,0.88,1.18,0.8,0.16,0.96,0.1,0.48,0.58,3.36,12.96,0,0.56,1.62,2.18,4.26,0.02,0,0.02,0.02
81,0.136363636,0.272727273,0.106060606,0.015151515,0.03030303,0.060606061,0.015151515,0,0.015151515,0.545454545,0.409090909,0.015151515,0,0.015151515,0.772727273,0.772727273,0.151515152,0.045454545,0,0.045454545,0.257575758,0.424242424,0.015151515,0,0.333333333,0.833333333,0.015151515,0.03030303,0.196969697,0.075757576,0.015151515,0.03030303,0.106060606,0.060606061,0,0,0,0.015151515,0.015151515,0,0.03030303,0.015151515,0.015151515,0.060606061,0.363636364,0.121212121,0,0.106060606,0.166666667,0.454545455,0,0.015151515,0.045454545,0.196969697,0,0,0.46969697,0.181818182,0.106060606,0.181818182,0.136363636,0.227272727,0.03030303,0,0,0,0,0,0.227272727,0.03030303,0.015151515,0.015151515,0.333333333,0,0.060606061,0.03030303,0.045454545,0.045454545,0.515151515,0.166666667,0.681818182,0.287878788,0.136363636,0.424242424,0.090909091,0.03030303,0.121212121,0.560606061,0.409090909,0.96969697,0,0.151515152,0.151515152,0.439393939,0.893939394,1.333333333,0.393939394,1.060606061,1.454545455,1.181818182,1.757575758,0.666666667,0.257575758,0.924242424,0.121212121,0.212121212,0.333333333,1.621212121,4.257575758,0,0.272727273,0.287878788,0.560606061,3.893939394,0.015151515,0.015151515,0.03030303,0.090909091
77,0.133333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1.666666667,0.6,0.4,0,0,0.733333333,1.666666667,0,0.266666667,0.8,1.866666667,0.066666667,0.266666667,0.266666667,0.2,0,0.133333333,0.133333333,0.066666667,0,0,0.066666667,0,0,0,0.733333333,0,0.066666667,0.2,0.466666667,0,0.066666667,0,0.066666667,0.8,0.066666667,0.066666667,0.066666667,0.066666667,0,0,0.466666667,0.133333333,0.266666667,0.6,0.4,0.666666667,0,0.066666667,0,0.066666667,0,0,0.066666667,0,0,0,0.2,0,0,0,0.066666667,0,1.066666667,0.4,1.466666667,0,0,0,0,0,0,0,0,0,0.066666667,0,0.066666667,0.866666667,2.8,3.666666667,0.933333333,2.2,3.133333333,1.866666667,2.6,0.733333333,0.333333333,1.066666667,0.266666667,0.733333333,1,2.666666667,9.266666667,0,0.533333333,0.8,1.333333333,4.8,0.066666667,0.066666667,0.133333333,0.066666667
81,0.066666667,0,0,0,0,0.133333333,0,0,0,0,0,0,0,0,1.466666667,3.733333333,0.666666667,0.533333333,0,0.2,0.266666667,0.733333333,0,0,0.866666667,4.2,0,0.066666667,0.666666667,0.2,0,0,0,0,0,0,0,0,0,0,0.666666667,0,0.066666667,0.133333333,0.333333333,0.066666667,0,0.066666667,0.4,1.333333333,0,0.066666667,0,0,0,0,1.8,0.4,0.2,0.733333333,0.266666667,0.733333333,0.2,0.133333333,0,0.266666667,0,0,0,0,0,0,0.8,0,0,0,0,0,1,0.6,1.6,0,0,0,0,0,0,0,0,0,0,0.266666667,0.266666667,0.666666667,2.133333333,2.8,0.866666667,4.266666667,5.133333333,3.466666667,4.933333333,2.466666667,0.6,3.066666667,0.2,0.733333333,0.933333333,2.2,10.46666667,0,0.466666667,0.866666667,1.333333333,5.666666667,0,0.266666667,0.266666667,0
82,0.333333333,0.666666667,0.433333333,0.133333333,0.2,0.066666667,0.033333333,0.033333333,0,0,0,0.033333333,0,0.033333333,0.933333333,0.966666667,0.033333333,0.033333333,0,0.033333333,0.233333333,0.933333333,0.1,0.033333333,0.266666667,1.1,0,0,0.233333333,0.166666667,0,0.1,0,0.166666667,0,0.033333333,0.066666667,0.1,0,0,0.333333333,0,0,0.033333333,0.033333333,0.066666667,0,0.333333333,0.1,1.066666667,0,0.033333333,0,0.3,0,0,0.733333333,0.266666667,0,0.233333333,0.1,0.466666667,0,0,0,0,0,0,0.066666667,0.066666667,0.066666667,0,0.333333333,0,0,0.033333333,0.066666667,0.033333333,0.066666667,0.1,0.166666667,0.8,0.633333333,1.433333333,0.033333333,0,0.033333333,0.033333333,0,0.033333333,0,0.366666667,0.366666667,0.433333333,2.066666667,2.5,0.266666667,1.4,1.666666667,1.033333333,1.933333333,0.966666667,0.433333333,1.4,0,0.333333333,0.333333333,1.666666667,6.6,0,0.1,0.666666667,0.766666667,3.1,0.066666667,0.1,0.166666667,0.1
82,0,0.2,0.066666667,0,0,0.066666667,0,0,0,0.666666667,0.266666667,0,0.066666667,0,0.733333333,0.133333333,0.2,0,0.066666667,0.133333333,0.2,0.533333333,0,0,0.133333333,0.333333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066666667,0,0,0,0,0.133333333,0,0,0,0,0.333333333,0,0,0.2,0,0,0.066666667,0,0.066666667,0,0,0,0,0,0,0.133333333,0.2,0.2,0,0,0.133333333,0.133333333,0,0.133333333,0.066666667,0.2,0,0.2,0.2,0.066666667,0.266666667,0,0,0,0.666666667,0.333333333,1,0.066666667,0.133333333,0.2,0.333333333,0.533333333,0.866666667,0.133333333,0.666666667,0.8,0.466666667,0.6,0.2,0,0.2,0,0.066666667,0.066666667,1.333333333,3.066666667,0,0,0.066666667,0.066666667,2.2,0,0,0,0
70,0,0.066666667,0.066666667,0,0,0,0,0,0,1.666666667,0.4,0.133333333,0,0,0.2,0.533333333,0.133333333,0,0,0,0.2,0.333333333,0,0.066666667,0.533333333,1.2,0,0,0.066666667,0,0,0,0,0,0,0.066666667,0,0,0,0,0.266666667,0,0,0,0,0,0,0,0.066666667,0.2,0,0,0,0,0,0,0.066666667,0,0,0,0.133333333,0.266666667,0,0,0,0,0,0,0.066666667,0.066666667,0.066666667,0,0.133333333,0.133333333,0,0,0,0,0.133333333,0,0.133333333,0.066666667,0.066666667,0.133333333,0,0,0,1.8,0.4,2.2,0,0,0,0.266666667,0.6,0.866666667,0.533333333,1.2,1.733333333,0.266666667,0.266666667,0.133333333,0,0.133333333,0,0,0,2.8,5.4,0,0.133333333,0.333333333,0.466666667,3.133333333,0,0,0,0.066666667
72,0.285714286,0.485714286,0.514285714,0.228571429,0.028571429,0,0.028571429,0.028571429,0,0.514285714,0.142857143,0.057142857,0,0.057142857,0.571428571,0.228571429,0.257142857,0.257142857,0.171428571,0.2,0.542857143,0.8,0,0,0.2,0.828571429,0,0.057142857,0.257142857,0.114285714,0,0.028571429,0.028571429,0.085714286,0,0,0,0,0,0,0.542857143,0,0.028571429,0.057142857,0,0.057142857,0.142857143,0.028571429,0.428571429,0.6,0,0.028571429,0.057142857,0,0,0,0.314285714,0.2,0.028571429,0.085714286,0.142857143,0.371428571,0,0,0.085714286,0.142857143,0,0,0.057142857,0.057142857,0.057142857,0,0.285714286,0.028571429,0.028571429,0,0.057142857,0.085714286,0.257142857,0.314285714,0.571428571,0.714285714,0.542857143,1.257142857,0,0,0,0.571428571,0.142857143,0.714285714,0.314285714,0.228571429,0.542857143,0.971428571,1.428571429,2.4,0.257142857,0.885714286,1.142857143,1.142857143,2,0.571428571,0.314285714,0.885714286,0.028571429,0.114285714,0.142857143,2.742857143,6.4,0,0.171428571,0.457142857,0.628571429,4,0.085714286,0.142857143,0.228571429,0.028571429
69,0.355555556,0.333333333,0.022222222,0.244444444,0.022222222,0.133333333,0.022222222,0.022222222,0,0.555555556,0.044444444,0.022222222,0.022222222,0.2,0.955555556,2.4,0.022222222,0,0.022222222,0.066666667,0.066666667,0.288888889,0.066666667,0,0,0.088888889,0,0.022222222,0.155555556,0,0.044444444,0.022222222,0.133333333,0.222222222,0.022222222,0.044444444,0.222222222,0.066666667,0.022222222,0.022222222,0.533333333,0,0,0,0,0,0,0,0.244444444,0.288888889,0.044444444,0,0.911111111,1.511111111,0.111111111,0.044444444,0.044444444,0.044444444,0,0,0.088888889,0,0,0,0.088888889,0.088888889,0,0.022222222,0.044444444,0,0,0,1.133333333,0,0.111111111,0,0.066666667,0,0.022222222,0,0.022222222,0.577777778,0.044444444,0.622222222,0.022222222,0,0.022222222,0.577777778,0.066666667,0.644444444,0.022222222,0.066666667,0.088888889,0.422222222,0.577777778,1,1.022222222,1.666666667,2.688888889,0.244444444,0.355555556,0.2,0.044444444,0.244444444,0.044444444,0.022222222,0.066666667,3.066666667,5.888888889,0,0.244444444,0.266666667,0.511111111,3.577777778,0.333333333,0.2,0.533333333,0.533333333
73,0.073170732,0.390243902,0.073170732,0,0.024390244,0,0.048780488,0.024390244,0.024390244,1.073170732,0.195121951,0,0,0.024390244,0.195121951,0.073170732,0.024390244,0.048780488,0,0.170731707,0,0,0,0,0.073170732,0.829268293,0,0,0.097560976,0.048780488,0,0,0,0,0,0,0,0,0,0,0.195121951,0.024390244,0,0,0.170731707,0.12195122,0.024390244,0.097560976,0,0.073170732,0,0,0,0.024390244,0,0,0,0.024390244,0,0,0.024390244,0,0,0,0,0,0,0,0.024390244,0.170731707,0.12195122,0.048780488,0.073170732,0.146341463,0,0,0.048780488,0.073170732,0.195121951,0.170731707,0.365853659,0.390243902,0.097560976,0.487804878,0,0,0,1.073170732,0.195121951,1.268292683,0.024390244,0.268292683,0.292682927,0,0.073170732,0.073170732,0.073170732,0.853658537,0.926829268,0.317073171,0.829268293,0.097560976,0.073170732,0.170731707,0,0,0,0.585365854,1.682926829,0,0.024390244,0,0.024390244,2.12195122,0,0,0,0
76,0.24,0.56,0.16,0.96,0.08,0,0.12,0.12,0,0,0,0,0,0.24,0.4,1.16,0,0,0,0,0,0.04,0,0,0,0.32,0.08,0.08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.12,0,0,0,0.12,0.2,0,0,0,0,0,0,0.36,0,0.12,0,0.16,0.08,0,0,0,0,0,0,0,0.08,0.08,0,0.32,0,0,0.04,0,0,0.12,0,0.12,1.52,0.24,1.76,0,0,0,0,0,0,0,0,0,0.12,0.24,0.36,0.08,0.4,0.48,0.48,0.48,0.36,0,0.36,0.12,0,0.12,2,2.96,0,0.16,0.08,0.24,2.48,0,0,0,0.28
79,0.104166667,0.041666667,0,0,0.041666667,0,0.145833333,0.020833333,0.125,2.1875,0.770833333,0.958333333,0.041666667,0.020833333,0.416666667,0.083333333,0.229166667,0.104166667,0.020833333,0.083333333,0.0625,0.208333333,0,0,0.25,0.666666667,0,0.020833333,0.1875,0.083333333,0,0.020833333,0.020833333,0.041666667,0,0,0.020833333,0,0,0,0.0625,0,0.0625,0.145833333,0.458333333,0.208333333,0.020833333,0.041666667,0.166666667,0.416666667,0,0,0.104166667,0.125,0,0,0.083333333,0.041666667,0.041666667,0.0625,0.229166667,0.333333333,0,0.020833333,0.020833333,0.104166667,0,0,0.125,0.104166667,0.083333333,0.020833333,0.083333333,0.041666667,0,0,0.0625,0.020833333,0.6875,0.3125,1,0.041666667,0.041666667,0.083333333,0.354166667,0.020833333,0.375,3.145833333,0.8125,3.958333333,0.041666667,0.125,0.166666667,0.229166667,0.625,0.854166667,0.354166667,0.8125,1.166666667,1,1.5625,0.270833333,0.125,0.395833333,0.041666667,0.083333333,0.125,1,3.104166667,0,0.25,0.395833333,0.645833333,5.625,0.041666667,0.104166667,0.145833333,0
