AOrthodox,ASouthpaw,ASwitch,ATakedownsPer25,ATimesTakendownPer25,AChinGrade,ADefensiveGrade,AFighterGrade,AFightsTracked,AGrapplingGrade,AStrikingGrade,AKnockdownsPer25,AStunsPer25,ASubAttemptsPer25,ATimesKnockedDownPer25,ATimesStunnedPer25,AStrikesLandedPerMin,AStrikesThrownPerMin,APunchesLandedPerMin,APunchesThrownPerMin,AKicksLandedPerMin,AKicksThrownPerMin,AKicksAbsorbedPerMin,APunchesAbsorbedPerMin,BOrthodox,BSouthpaw,BSwitch,BTakedownsPer25,BTimesTakendownPer25,BChinGrade,BDefensiveGrade,BFighterGrade,BFightsTracked,BGrapplingGrade,BStrikingGrade,BKnockdownsPer25,BStunsPer25,BSubAttemptsPer25,BTimesKnockedDownPer25,BTimesStunnedPer25,BStrikesLandedPerMin,BStrikesThrownPerMin,BPunchesLandedPerMin,BPunchesThrownPerMin,BKicksLandedPerMin,BKicksThrownPerMin,BKicksAbsorbedPerMin,BPunchesAbsorbedPerMin,AStyle,BStyle,AOdds,BOdds,Winner,AName,BName
0,1,0,0.0,6.299999999999999,95.0,84.0,87.0,7,77.0,94.0,3.4,1.7,0.0,0.0,0.0,5.8,13.1,3.8,10.1,1.0,1.7,1.6,0.8,1,0,0,0.5,3.5,79.0,84.0,79.0,8,77.0,68.0,1.0,0.0,1.5,2.5,2.5,5.1,7.8,0.6,2.3,1.5,2.2,1.1,0.7,0,0,0,0,0,Jamahal Hill,Johnny Walker
0,0,1,1.5,3.1,94.0,78.0,81.0,4,77.0,74.0,0.0,0.0,0.5,0.0,1.0,1.9,5.1,0.9,3.3,0.9,1.5,1.7,1.5,0,1,0,0.0,6.299999999999999,95.0,84.0,87.0,7,77.0,94.0,3.4,1.7,0.0,0.0,0.0,5.8,13.1,3.8,10.1,1.0,1.7,1.6,0.8,0,0,0,0,1,Ovince St. Preux,Jamahal Hill
0,1,0,0.0,6.299999999999999,95.0,84.0,87.0,7,77.0,94.0,3.4,1.7,0.0,0.0,0.0,5.8,13.1,3.8,10.1,1.0,1.7,1.6,0.8,0,0,1,1.4000000000000001,1.0,89.0,85.0,83.0,7,81.0,72.0,0.6,0.4,0.0,0.2,0.4,2.8,6.5,0.9,3.4,1.5,2.4,1.3,0.8,0,0,0,0,0,Jamahal Hill,Thiago Santos
1,0,0,1.2,0.0,88.0,84.0,81.0,5,75.0,79.0,0.8,0.4,0.4,0.0,0.4,4.5,9.9,1.9,5.6,0.9,1.7,1.1,0.9,1,0,0,0.6,1.0,86.0,83.0,88.0,9,77.0,93.0,0.5,0.9,0.2,0.0,0.3,6.5,9.8,3.7,6.2,1.1,1.6,1.0,0.9,0,0,0,0,1,Aleksandar Rakic,Jan Blachowicz
1,0,0,0.6,1.0,86.0,83.0,88.0,9,77.0,93.0,0.5,0.9,0.2,0.0,0.3,6.5,9.8,3.7,6.2,1.1,1.6,1.0,0.9,0,1,0,0.0,1.4,94.0,80.0,80.0,3,77.0,71.0,0.0,0.0,0.0,0.7,2.8,4.4,10.2,2.5,7.7,1.7,2.2,2.1,2.5,0,0,0,0,0,Jan Blachowicz,Dominick Reyes
0,0,1,0.1,1.2000000000000002,82.0,84.0,87.0,10,76.0,95.0,1.0,0.5,0.2,0.1,0.4,4.8,9.5,2.3,5.8,1.7,2.7,0.8,1.7,1,0,0,0.6,1.0,86.0,83.0,88.0,9,77.0,93.0,0.5,0.9,0.2,0.0,0.3,6.5,9.8,3.7,6.2,1.1,1.6,1.0,0.9,0,0,0,0,1,Israel Adesanya,Jan Blachowicz
0,0,1,0.0,3.6,78.0,85.0,81.0,3,76.0,78.0,0.5,1.5,0.0,0.5,0.0,4.0,7.1,2.6,5.2,0.6,0.9,1.2,1.4,0,1,0,5.5,0.3,76.0,86.0,81.0,6,75.0,82.0,0.7,1.7,1.4,1.0,1.7,6.8,11.1,3.4,6.5,1.0,1.8,0.5,2.1,0,0,0,0,0,Jared Cannonier,Derek Brunson
1,0,0,0.0,0.3,77.0,82.0,86.0,7,80.0,93.0,1.7,0.9,0.0,0.3,1.4,5.9,12.5,4.2,10.4,0.5,0.7,0.9,3.6,1,0,0,4.6,1.1,95.0,89.0,89.0,4,87.0,71.0,1.1,1.1,1.1,1.1,1.1,3.5,8.4,1.0,4.4,0.4,0.8,1.5,0.8,0,0,0,0,1,Josh Emmett,Jeremy  Stephens
1,0,0,2.2,5.4,90.0,76.0,86.0,3,81.0,83.0,1.1,1.1,0.0,0.0,1.1,1.7,5.9,1.0,4.4,0.6,1.1,0.3,2.0,1,0,0,1.5,0.0,94.0,80.0,81.0,5,76.0,76.0,0.0,0.0,0.0,0.9,0.9,4.2,13.6,3.3,12.3,0.9,1.2,2.0,2.6,0,0,0,0,0,Jingliang Li,Santiago Ponzinibbio
1,0,0,4.1,1.0,82.0,79.0,81.0,5,77.0,71.0,0.0,1.0,1.0,1.0,2.1,3.1,8.8,1.2,5.8,0.5,1.2,0.4,1.7,1,0,0,0.5,3.5,79.0,84.0,79.0,8,77.0,68.0,1.0,0.0,1.5,2.5,2.5,5.1,7.8,0.6,2.3,1.5,2.2,1.1,0.7,0,0,0,0,1,Ion Cutelaba,Johnny Walker
0,0,1,3.8000000000000003,0.0,85.0,84.0,89.0,7,82.0,91.0,0.0,0.4,0.4,0.0,0.0,4.9,7.8,1.5,3.4,2.3,3.1,1.2,1.5,1,0,0,0.0,2.1,70.0,85.0,78.0,6,77.0,72.0,0.3,0.3,1.3,0.9,1.6,2.5,6.1,1.5,4.3,0.6,1.0,1.2,1.2,0,0,0,0,0,Jon Jones,Anthony Smith
0,0,1,1.8,1.1,84.0,85.0,87.0,10,82.0,93.0,0.9,2.1,1.0,0.2,0.2,5.7,8.6,3.2,5.5,2.2,2.8,1.0,1.2,0,0,1,3.8000000000000003,0.0,85.0,84.0,89.0,7,82.0,91.0,0.0,0.4,0.4,0.0,0.0,4.9,7.8,1.5,3.4,2.3,3.1,1.2,1.5,0,0,0,0,1,Ciryl Gane,Jon Jones
0,0,1,3.8000000000000003,0.0,85.0,84.0,89.0,7,82.0,91.0,0.0,0.4,0.4,0.0,0.0,4.9,7.8,1.5,3.4,2.3,3.1,1.2,1.5,0,1,0,0.0,1.4,94.0,80.0,80.0,3,77.0,71.0,0.0,0.0,0.0,0.7,2.8,4.4,10.2,2.5,7.7,1.7,2.2,2.1,2.5,0,0,0,0,0,Jon Jones,Dominick Reyes
0,0,1,1.5,3.1,94.0,78.0,81.0,4,77.0,74.0,0.0,0.0,0.5,0.0,1.0,1.9,5.1,0.9,3.3,0.9,1.5,1.7,1.5,0,0,1,3.8000000000000003,0.0,85.0,84.0,89.0,7,82.0,91.0,0.0,0.4,0.4,0.0,0.0,4.9,7.8,1.5,3.4,2.3,3.1,1.2,1.5,0,0,0,0,1,Ovince St. Preux,Jon Jones
0,0,1,3.8000000000000003,0.0,85.0,84.0,89.0,7,82.0,91.0,0.0,0.4,0.4,0.0,0.0,4.9,7.8,1.5,3.4,2.3,3.1,1.2,1.5,0,0,1,1.4000000000000001,1.0,89.0,85.0,83.0,7,81.0,72.0,0.6,0.4,0.0,0.2,0.4,2.8,6.5,0.9,3.4,1.5,2.4,1.3,0.8,0,0,0,0,0,Jon Jones,Thiago Santos
0,1,0,1.2,4.5,77.0,87.0,80.0,5,76.0,77.0,0.6,1.0,0.3,0.6,0.6,3.5,6.6,2.6,5.3,0.6,0.8,0.9,1.8,0,0,1,1.5,3.9,94.0,86.0,89.0,6,81.0,91.0,1.2,0.6,0.0,0.6,1.2,4.5,8.2,2.0,4.6,1.1,1.7,0.2,2.1,0,0,0,0,1,Darren Till,Jorge Masvidal
1,0,0,0.0,0.4,91.0,83.0,86.0,4,86.0,70.0,0.0,0.4,0.4,0.4,1.1,2.2,5.1,1.4,3.8,0.5,0.7,0.9,1.6,0,0,1,0.2,1.4,94.0,78.0,95.0,10,92.0,91.0,1.8,1.0,3.6,0.0,0.0,6.2,10.5,2.5,5.5,2.1,3.3,1.0,3.8,0,1,0,0,0,Jose Aldo,Marlon Vera
1,0,0,0.8999999999999999,4.4,84.0,85.0,82.0,10,82.0,67.0,0.7,2.4,0.0,1.4,2.4,2.2,4.3,1.2,2.8,0.2,0.6,0.8,1.3,1,0,0,0.0,0.0,83.0,76.0,83.0,3,77.0,88.0,1.8,5.4,0.0,1.8,7.1,4.9,8.9,2.6,5.4,0.9,1.6,3.2,1.9,0,0,0,0,1,Derrick Lewis,Junior Dos Santos
1,0,0,0.8,0.7,98.0,85.0,92.0,7,87.0,92.0,1.5,6.6,0.0,0.4,2.6,7.2,10.9,5.2,8.5,1.3,1.6,1.5,4.0,0,0,1,0.6,1.1,98.0,88.0,93.0,8,87.0,95.0,0.8,1.3,0.3,0.3,0.3,4.3,9.0,1.8,5.5,2.3,3.2,1.0,2.9,0,0,0,0,0,Justin Gaethje,Rafael Fiziev
1,0,0,2.0,0.5,88.0,78.0,83.0,6,82.0,75.0,0.0,0.0,2.8,1.4,0.5,6.7,14.1,4.4,11.1,0.9,1.3,0.8,3.4,0,1,0,0.7,0.0,84.0,74.0,84.0,6,77.0,93.0,2.1,2.1,0.0,0.7,0.7,5.1,10.5,3.3,8.4,1.2,1.3,1.8,3.7,0,0,0,0,1,Parker Porter,Justin Tafa
0,0,1,4.199999999999999,0.3,79.0,88.0,90.0,8,80.0,93.0,1.1,0.9,0.3,0.2,0.8,6.6,12.2,3.6,8.2,0.5,0.9,1.1,1.7,0,0,1,4.7,0.6000000000000001,75.0,87.0,81.0,5,78.0,78.0,0.0,0.8,1.5,0.8,1.0,7.5,16.1,4.6,12.1,0.9,1.4,0.6,2.6,1,1,0,0,0,Kamaru Usman,Colby Covington
0,0,1,4.7,0.6000000000000001,75.0,87.0,81.0,5,78.0,78.0,0.0,0.8,1.5,0.8,1.0,7.5,16.1,4.6,12.1,0.9,1.4,0.6,2.6,0,0,1,4.199999999999999,0.3,79.0,88.0,90.0,8,80.0,93.0,1.1,0.9,0.3,0.2,0.8,6.6,12.2,3.6,8.2,0.5,0.9,1.1,1.7,1,1,0,0,1,Colby Covington,Kamaru Usman
0,0,1,4.199999999999999,0.3,79.0,88.0,90.0,8,80.0,93.0,1.1,0.9,0.3,0.2,0.8,6.6,12.2,3.6,8.2,0.5,0.9,1.1,1.7,1,0,0,2.9000000000000004,0.8999999999999999,93.0,82.0,85.0,8,78.0,83.0,1.1,0.5,1.6,0.8,0.3,4.7,8.9,2.0,5.2,1.0,1.5,0.8,1.5,1,1,0,0,0,Kamaru Usman,Gilbert Burns
0,0,1,1.5,3.9,94.0,86.0,89.0,6,81.0,91.0,1.2,0.6,0.0,0.6,1.2,4.5,8.2,2.0,4.6,1.1,1.7,0.2,2.1,0,0,1,4.199999999999999,0.3,79.0,88.0,90.0,8,80.0,93.0,1.1,0.9,0.3,0.2,0.8,6.6,12.2,3.6,8.2,0.5,0.9,1.1,1.7,0,1,0,0,1,Jorge Masvidal,Kamaru Usman
0,0,1,4.199999999999999,0.3,79.0,88.0,90.0,8,80.0,93.0,1.1,0.9,0.3,0.2,0.8,6.6,12.2,3.6,8.2,0.5,0.9,1.1,1.7,0,0,1,1.5,3.9,94.0,86.0,89.0,6,81.0,91.0,1.2,0.6,0.0,0.6,1.2,4.5,8.2,2.0,4.6,1.1,1.7,0.2,2.1,1,0,0,0,0,Kamaru Usman,Jorge Masvidal
1,0,0,0.4,2.8999999999999995,92.0,82.0,83.0,3,81.0,67.0,0.0,0.0,1.4,0.7,0.4,1.9,4.9,0.9,3.5,0.2,0.2,0.7,0.9,0,0,1,4.199999999999999,0.3,79.0,88.0,90.0,8,80.0,93.0,1.1,0.9,0.3,0.2,0.8,6.6,12.2,3.6,8.2,0.5,0.9,1.1,1.7,0,1,0,0,1,Tyron Woodley,Kamaru Usman
1,0,0,2.4,5.1,96.0,78.0,88.0,8,78.0,95.0,1.9,2.3,2.3,0.5,2.8,6.2,11.1,2.2,6.0,2.1,3.1,1.3,2.9,1,0,0,4.5,0.0,77.0,82.0,82.0,3,81.0,74.0,0.0,0.0,2.3,4.5,0.0,4.5,7.9,2.2,5.3,1.5,1.8,2.5,1.5,0,0,0,0,0,Kevin  Holland,Alex Oliveira
1,0,0,2.9000000000000004,0.8999999999999999,93.0,82.0,85.0,8,78.0,83.0,1.1,0.5,1.6,0.8,0.3,4.7,8.9,2.0,5.2,1.0,1.5,0.8,1.5,1,0,0,9.5,0.0,94.0,85.0,86.0,6,81.0,78.0,1.7,0.0,6.0,0.9,0.9,12.3,18.6,2.2,6.3,0.5,0.8,0.2,1.6,1,1,0,0,1,Gilbert Burns,Khamzat Chimaev
1,0,0,9.5,0.0,94.0,85.0,86.0,6,81.0,78.0,1.7,0.0,6.0,0.9,0.9,12.3,18.6,2.2,6.3,0.5,0.8,0.2,1.6,1,0,0,2.2,5.4,90.0,76.0,86.0,3,81.0,83.0,1.1,1.1,0.0,0.0,1.1,1.7,5.9,1.0,4.4,0.6,1.1,0.3,2.0,1,0,0,0,0,Khamzat Chimaev,Jingliang Li
1,0,0,2.4,5.1,96.0,78.0,88.0,8,78.0,95.0,1.9,2.3,2.3,0.5,2.8,6.2,11.1,2.2,6.0,2.1,3.1,1.3,2.9,1,0,0,9.5,0.0,94.0,85.0,86.0,6,81.0,78.0,1.7,0.0,6.0,0.9,0.9,12.3,18.6,2.2,6.3,0.5,0.8,0.2,1.6,0,1,0,0,1,Kevin  Holland,Khamzat Chimaev
0,0,1,2.1,2.3000000000000003,72.0,83.0,87.0,6,79.0,94.0,0.4,0.4,0.2,0.2,0.2,2.9,5.8,1.3,3.8,1.1,1.3,0.4,1.5,0,0,1,4.800000000000001,0.4,75.0,87.0,81.0,10,81.0,70.0,0.0,1.1,1.1,0.5,0.9,5.1,14.7,2.8,10.4,0.4,0.9,0.7,1.9,0,1,0,0,0,Leon Edwards,Belal Muhammad
1,0,0,3.0,2.5,88.0,79.0,80.0,4,78.0,68.0,0.0,0.5,2.0,0.5,0.0,4.8,5.7,0.8,1.4,0.2,0.4,0.5,0.4,0,0,1,2.1,2.3000000000000003,72.0,83.0,87.0,6,79.0,94.0,0.4,0.4,0.2,0.2,0.2,2.9,5.8,1.3,3.8,1.1,1.3,0.4,1.5,1,0,0,0,1,Gunnar Nelson,Leon Edwards
0,0,1,2.1,2.3000000000000003,72.0,83.0,87.0,6,79.0,94.0,0.4,0.4,0.2,0.2,0.2,2.9,5.8,1.3,3.8,1.1,1.3,0.4,1.5,0,0,1,4.199999999999999,0.3,79.0,88.0,90.0,8,80.0,93.0,1.1,0.9,0.3,0.2,0.8,6.6,12.2,3.6,8.2,0.5,0.9,1.1,1.7,0,1,0,0,0,Leon Edwards,Kamaru Usman
0,1,0,2.8,1.4,85.0,91.0,91.0,3,93.0,76.0,0.5,0.0,0.9,0.5,0.0,3.6,7.3,1.7,4.6,0.7,1.1,0.9,1.8,0,0,1,2.1,2.3000000000000003,72.0,83.0,87.0,6,79.0,94.0,0.4,0.4,0.2,0.2,0.2,2.9,5.8,1.3,3.8,1.1,1.3,0.4,1.5,1,0,0,0,1,Rafael Dos Anjos,Leon Edwards
0,0,1,2.1,2.3000000000000003,72.0,83.0,87.0,6,79.0,94.0,0.4,0.4,0.2,0.2,0.2,2.9,5.8,1.3,3.8,1.1,1.3,0.4,1.5,0,0,1,4.199999999999999,0.3,79.0,88.0,90.0,8,80.0,93.0,1.1,0.9,0.3,0.2,0.8,6.6,12.2,3.6,8.2,0.5,0.9,1.1,1.7,0,1,0,0,0,Leon Edwards,Kamaru Usman
1,0,0,0.0,2.1,70.0,85.0,78.0,6,77.0,72.0,0.3,0.3,1.3,0.9,1.6,2.5,6.1,1.5,4.3,0.6,1.0,1.2,1.2,0,1,0,1.2,0.7,74.0,82.0,79.0,11,75.0,79.0,1.0,0.3,0.0,0.3,0.3,4.5,8.1,2.4,4.9,0.7,1.1,0.8,0.5,0,0,0,0,1,Anthony Smith,Magomed Ankalaev
0,1,0,1.2,0.7,74.0,82.0,79.0,11,75.0,79.0,1.0,0.3,0.0,0.3,0.3,4.5,8.1,2.4,4.9,0.7,1.1,0.8,0.5,1,0,0,4.1,1.0,82.0,79.0,81.0,5,77.0,71.0,0.0,1.0,1.0,1.0,2.1,3.1,8.8,1.2,5.8,0.5,1.2,0.4,1.7,0,0,0,0,0,Magomed Ankalaev,Ion Cutelaba
1,0,0,4.1,1.0,82.0,79.0,81.0,5,77.0,71.0,0.0,1.0,1.0,1.0,2.1,3.1,8.8,1.2,5.8,0.5,1.2,0.4,1.7,0,1,0,1.2,0.7,74.0,82.0,79.0,11,75.0,79.0,1.0,0.3,0.0,0.3,0.3,4.5,8.1,2.4,4.9,0.7,1.1,0.8,0.5,0,0,0,0,1,Ion Cutelaba,Magomed Ankalaev
0,1,0,1.2,0.7,74.0,82.0,79.0,11,75.0,79.0,1.0,0.3,0.0,0.3,0.3,4.5,8.1,2.4,4.9,0.7,1.1,0.8,0.5,1,0,0,0.6,1.0,86.0,83.0,88.0,9,77.0,93.0,0.5,0.9,0.2,0.0,0.3,6.5,9.8,3.7,6.2,1.1,1.6,1.0,0.9,0,0,0,0,0,Magomed Ankalaev,Jan Blachowicz
0,0,1,10.299999999999999,3.7,77.0,81.0,84.0,8,82.0,83.0,0.7,2.0,3.0,0.0,1.4,6.1,10.2,1.7,4.0,1.0,1.6,0.2,0.7,0,1,0,1.2,0.7,74.0,82.0,79.0,11,75.0,79.0,1.0,0.3,0.0,0.3,0.3,4.5,8.1,2.4,4.9,0.7,1.1,0.8,0.5,1,0,0,0,1,Nikita Krylov,Magomed Ankalaev
0,1,0,1.2,0.7,74.0,82.0,79.0,11,75.0,79.0,1.0,0.3,0.0,0.3,0.3,4.5,8.1,2.4,4.9,0.7,1.1,0.8,0.5,0,0,1,1.4000000000000001,1.0,89.0,85.0,83.0,7,81.0,72.0,0.6,0.4,0.0,0.2,0.4,2.8,6.5,0.9,3.4,1.5,2.4,1.3,0.8,0,0,0,0,0,Magomed Ankalaev,Thiago Santos
0,0,1,0.6,5.6,92.0,82.0,81.0,3,77.0,73.0,0.0,1.1,0.0,0.6,1.7,3.9,9.0,2.0,5.8,0.8,1.4,0.7,2.2,0,1,0,1.2,0.7,74.0,82.0,79.0,11,75.0,79.0,1.0,0.3,0.0,0.3,0.3,4.5,8.1,2.4,4.9,0.7,1.1,0.8,0.5,0,0,0,0,1,Volkan Oezdemir,Magomed Ankalaev
0,0,1,0.2,1.4,94.0,78.0,95.0,10,92.0,91.0,1.8,1.0,3.6,0.0,0.0,6.2,10.5,2.5,5.5,2.1,3.3,1.0,3.8,1,0,0,1.7999999999999998,3.5,86.0,86.0,89.0,3,86.0,86.0,0.6,1.7,1.2,1.7,1.2,6.7,17.8,5.3,16.1,0.8,1.1,1.5,2.3,1,0,0,0,0,Marlon Vera,Rob Font
0,0,1,0.8,5.300000000000001,90.0,91.0,93.0,8,87.0,94.0,2.7,2.7,4.0,0.0,0.4,6.2,12.2,2.8,7.8,1.0,1.5,1.1,1.6,0,0,1,10.1,0.3,74.0,90.0,90.0,7,94.0,74.0,0.3,0.3,1.2,0.9,0.9,3.9,7.4,2.1,5.0,0.6,0.8,1.3,1.2,0,1,0,0,1,Jalin Turner,Mateusz Gamrot
0,0,1,10.1,0.3,74.0,90.0,90.0,7,94.0,74.0,0.3,0.3,1.2,0.9,0.9,3.9,7.4,2.1,5.0,0.6,0.8,1.3,1.2,1,0,0,4.6,1.1,95.0,89.0,89.0,4,87.0,71.0,1.1,1.1,1.1,1.1,1.1,3.5,8.4,1.0,4.4,0.4,0.8,1.5,0.8,1,0,0,0,0,Mateusz Gamrot,Jeremy  Stephens
0,0,1,0.4,2.4,70.0,83.0,85.0,6,81.0,94.0,0.0,0.8,2.4,0.0,0.0,6.0,11.8,2.1,5.9,1.9,3.1,0.5,1.8,1,0,0,0.4,0.9,94.0,83.0,88.0,6,81.0,94.0,0.3,1.2,0.3,0.0,0.0,4.7,12.1,3.5,10.0,0.9,1.7,1.6,2.2,0,0,0,0,1,Yair Rodriguez,Max Holloway
1,0,0,10.7,0.7,91.0,82.0,93.0,7,93.0,86.0,0.0,0.5,0.5,0.2,0.5,6.6,13.8,2.2,7.5,0.9,2.0,0.5,1.1,1,0,0,0.0,0.4,91.0,83.0,86.0,4,86.0,70.0,0.0,0.4,0.4,0.4,1.1,2.2,5.1,1.4,3.8,0.5,0.7,0.9,1.6,1,0,0,0,0,Merab Dvalishvili,Jose Aldo
0,0,1,1.9999999999999998,1.9,72.0,87.0,98.0,9,95.0,97.0,1.2,0.7,0.3,0.0,0.7,4.6,8.7,2.0,5.6,0.9,1.1,1.0,2.2,1,0,0,10.7,0.7,91.0,82.0,93.0,7,93.0,86.0,0.0,0.5,0.5,0.2,0.5,6.6,13.8,2.2,7.5,0.9,2.0,0.5,1.1,0,1,0,0,1,Petr Yan,Merab Dvalishvili
0,1,0,5.0,5.0,64.0,82.0,80.0,5,81.0,76.0,0.0,0.0,2.5,10.0,0.0,5.2,10.3,2.4,6.4,1.0,1.6,0.1,1.4,1,0,0,16.599999999999998,1.7,79.0,80.0,82.0,6,77.0,80.0,5.0,0.0,3.3,3.3,0.0,5.4,10.3,1.3,3.8,1.7,3.1,0.5,2.1,0,0,0,0,0,Misha Cirkunov,Jimmy Crute
0,1,0,0.2,1.2,94.0,81.0,86.0,8,80.0,83.0,1.2,2.2,0.0,0.2,0.5,4.8,10.6,3.6,8.9,0.4,0.7,1.2,3.6,1,0,0,4.7,2.6,95.0,81.0,82.0,5,78.0,72.0,0.0,0.4,1.3,0.0,0.4,5.7,10.2,3.0,6.7,0.5,0.9,0.2,0.9,0,1,0,0,1,Geoff Neal,Neil Magny
1,0,0,4.7,2.6,95.0,81.0,82.0,5,78.0,72.0,0.0,0.4,1.3,0.0,0.4,5.7,10.2,3.0,6.7,0.5,0.9,0.2,0.9,1,0,0,2.2,5.4,90.0,76.0,86.0,3,81.0,83.0,1.1,1.1,0.0,0.0,1.1,1.7,5.9,1.0,4.4,0.6,1.1,0.3,2.0,1,0,0,0,0,Neil Magny,Jingliang Li
0,1,0,0.5,6.0,94.0,80.0,83.0,4,81.0,71.0,0.0,0.9,0.0,0.0,0.9,5.0,8.6,3.8,7.2,0.2,0.4,1.1,6.0,1,0,0,4.7,2.6,95.0,81.0,82.0,5,78.0,72.0,0.0,0.4,1.3,0.0,0.4,5.7,10.2,3.0,6.7,0.5,0.9,0.2,0.9,0,1,0,0,1,Robbie Lawler,Neil Magny
0,0,1,10.299999999999999,3.7,77.0,81.0,84.0,8,82.0,83.0,0.7,2.0,3.0,0.0,1.4,6.1,10.2,1.7,4.0,1.0,1.6,0.2,0.7,1,0,0,0.5,3.5,79.0,84.0,79.0,8,77.0,68.0,1.0,0.0,1.5,2.5,2.5,5.1,7.8,0.6,2.3,1.5,2.2,1.1,0.7,1,0,0,0,0,Nikita Krylov,Johnny Walker
0,0,1,1.5,3.1,94.0,78.0,81.0,4,77.0,74.0,0.0,0.0,0.5,0.0,1.0,1.9,5.1,0.9,3.3,0.9,1.5,1.7,1.5,0,0,1,10.299999999999999,3.7,77.0,81.0,84.0,8,82.0,83.0,0.7,2.0,3.0,0.0,1.4,6.1,10.2,1.7,4.0,1.0,1.6,0.2,0.7,0,1,0,0,1,Ovince St. Preux,Nikita Krylov
0,0,1,10.299999999999999,3.7,77.0,81.0,84.0,8,82.0,83.0,0.7,2.0,3.0,0.0,1.4,6.1,10.2,1.7,4.0,1.0,1.6,0.2,0.7,1,0,0,4.2,5.6,90.0,77.0,86.0,9,82.0,85.0,4.2,2.1,7.6,0.7,2.8,4.1,8.8,3.1,7.5,0.3,0.5,0.9,1.9,1,1,0,0,0,Nikita Krylov,Ryan Spann
0,0,1,0.6,5.6,92.0,82.0,81.0,3,77.0,73.0,0.0,1.1,0.0,0.6,1.7,3.9,9.0,2.0,5.8,0.8,1.4,0.7,2.2,0,0,1,10.299999999999999,3.7,77.0,81.0,84.0,8,82.0,83.0,0.7,2.0,3.0,0.0,1.4,6.1,10.2,1.7,4.0,1.0,1.6,0.2,0.7,0,1,0,0,1,Volkan Oezdemir,Nikita Krylov
1,0,0,3.0,1.2,96.0,79.0,84.0,7,82.0,69.0,0.6,0.0,3.7,0.0,1.8,2.4,4.3,0.6,1.7,0.3,0.8,0.3,0.3,0,1,0,0.0,6.299999999999999,95.0,84.0,87.0,7,77.0,94.0,3.4,1.7,0.0,0.0,0.0,5.8,13.1,3.8,10.1,1.0,1.7,1.6,0.8,1,0,0,0,0,Paul Craig,Jamahal Hill
0,0,1,10.299999999999999,3.7,77.0,81.0,84.0,8,82.0,83.0,0.7,2.0,3.0,0.0,1.4,6.1,10.2,1.7,4.0,1.0,1.6,0.2,0.7,1,0,0,3.0,1.2,96.0,79.0,84.0,7,82.0,69.0,0.6,0.0,3.7,0.0,1.8,2.4,4.3,0.6,1.7,0.3,0.8,0.3,0.3,1,1,0,0,1,Nikita Krylov,Paul Craig
1,0,0,3.0,1.2,96.0,79.0,84.0,7,82.0,69.0,0.6,0.0,3.7,0.0,1.8,2.4,4.3,0.6,1.7,0.3,0.8,0.3,0.3,0,1,0,1.2,0.7,74.0,82.0,79.0,11,75.0,79.0,1.0,0.3,0.0,0.3,0.3,4.5,8.1,2.4,4.9,0.7,1.1,0.8,0.5,1,0,0,0,0,Paul Craig,Magomed Ankalaev
0,0,1,0.5,0.5,84.0,83.0,95.0,5,91.0,98.0,1.0,0.0,0.5,0.5,0.5,4.3,13.9,2.8,12.0,1.2,1.6,0.9,2.1,0,0,1,1.9999999999999998,1.9,72.0,87.0,98.0,9,95.0,97.0,1.2,0.7,0.3,0.0,0.7,4.6,8.7,2.0,5.6,0.9,1.1,1.0,2.2,0,0,0,0,1,Cory Sandhagen,Petr Yan
0,0,1,1.9999999999999998,1.9,72.0,87.0,98.0,9,95.0,97.0,1.2,0.7,0.3,0.0,0.7,4.6,8.7,2.0,5.6,0.9,1.1,1.0,2.2,1,0,0,0.0,0.4,91.0,83.0,86.0,4,86.0,70.0,0.0,0.4,0.4,0.4,1.1,2.2,5.1,1.4,3.8,0.5,0.7,0.9,1.6,0,0,0,0,0,Petr Yan,Jose Aldo
0,1,0,0.0,6.8,75.0,83.0,83.0,6,81.0,82.0,0.4,2.8,1.6,1.6,1.2,6.5,14.2,4.0,10.8,1.0,1.5,0.9,2.7,0,1,0,2.8,1.4,85.0,91.0,91.0,3,93.0,76.0,0.5,0.0,0.9,0.5,0.0,3.6,7.3,1.7,4.6,0.7,1.1,0.9,1.8,0,1,0,0,1,Bryan Barberena,Rafael Dos Anjos
0,0,1,0.6,1.1,98.0,88.0,93.0,8,87.0,95.0,0.8,1.3,0.3,0.3,0.3,4.3,9.0,1.8,5.5,2.3,3.2,1.0,2.9,0,1,0,2.8,1.4,85.0,91.0,91.0,3,93.0,76.0,0.5,0.0,0.9,0.5,0.0,3.6,7.3,1.7,4.6,0.7,1.1,0.9,1.8,0,1,0,0,0,Rafael Fiziev,Rafael Dos Anjos
1,0,0,4.5,0.0,77.0,82.0,82.0,3,81.0,74.0,0.0,0.0,2.3,4.5,0.0,4.5,7.9,2.2,5.3,1.5,1.8,2.5,1.5,0,0,1,1.0,0.6,86.0,84.0,82.0,8,78.0,75.0,1.0,1.3,1.0,1.6,0.7,4.5,11.3,2.9,8.8,1.3,2.1,1.7,0.9,0,0,0,0,1,Alex Oliveira,Randy Brown
